Epoch	TrainError	TrainCCR	TestCCR
1 0.324782 20.2222 19.6667
2 0.31363 19.7778 17.6667
3 0.305145 18 13.3333
4 0.297523 17.1111 12.6667
5 0.290781 17.5556 15.3333
6 0.285381 18.2222 17.3333
7 0.280553 20.8889 18.6667
8 0.276119 26 22.3333
9 0.272538 26.7778 22.6667
10 0.269232 28.6667 23.6667
11 0.266051 30 24.6667
12 0.263092 32.3333 28
13 0.260426 33.1111 29
14 0.258017 33.4444 30.6667
15 0.25578 34 31.6667
16 0.253686 34.7778 32.3333
17 0.251684 34.5556 32.6667
18 0.249712 35.3333 33.6667
19 0.247751 35.6667 34.3333
20 0.245836 35.8889 35.3333
21 0.244016 37.1111 35.6667
22 0.242308 37.3333 36
23 0.240711 38 35.3333
24 0.239205 38.6667 36
25 0.237765 38.5556 37
26 0.236364 38.8889 37
27 0.234983 39 37.6667
28 0.233614 39.2222 37.6667
29 0.232259 39.7778 38
30 0.230917 40.2222 38.3333
31 0.229584 40.8889 39
32 0.228262 41.2222 39.3333
33 0.226951 41.3333 39.6667
34 0.225647 41.1111 40
35 0.224352 41.4444 40
36 0.223058 42 40
37 0.221721 41.6667 39.6667
38 0.220255 42.3333 40
39 0.218638 43.3333 40
40 0.217042 43.8889 39.6667
41 0.215529 44.2222 40
42 0.214098 44.6667 40.3333
43 0.21275 45.2222 41
44 0.21148 45.8889 41
45 0.210257 45.8889 41
46 0.209047 46.4444 42
47 0.207861 47.2222 42
48 0.206754 47.3333 43.6667
49 0.205727 47.4444 44.3333
50 0.204756 47.5556 45
51 0.203816 47.7778 45.6667
52 0.202882 48 45.6667
53 0.201936 48.1111 46
54 0.200966 47.6667 47
55 0.199964 47.8889 46.6667
56 0.198933 47.7778 47
57 0.19787 47.6667 47.6667
58 0.196777 47.7778 48
59 0.195706 48.1111 48
60 0.1947 49 48
61 0.193745 48.8889 49.3333
62 0.192804 48.7778 49.6667
63 0.191839 48.8889 50
64 0.190831 49.3333 50.6667
65 0.189828 49.6667 51.3333
66 0.188865 50 52
67 0.187927 50.4444 52.3333
68 0.187002 50.5556 52.6667
69 0.186071 50.5556 52.3333
70 0.185109 51.2222 52.6667
71 0.184112 51.5556 52.6667
72 0.183117 51.5556 52.6667
73 0.182163 51.8889 52.6667
74 0.181235 52.1111 53
75 0.180308 52.6667 53
76 0.179388 53.3333 54
77 0.178501 53.4444 54
78 0.177617 53.4444 54.6667
79 0.176721 54 54.6667
80 0.175892 54.3333 54.6667
81 0.175131 54.4444 55
82 0.174398 54.5556 55.3333
83 0.173679 54.6667 56
84 0.172967 55.4444 55.6667
85 0.17226 55.6667 55.6667
86 0.171549 55.3333 55
87 0.170825 55.5556 55
88 0.170089 55.5556 54.6667
89 0.169338 55.5556 54.6667
90 0.168553 55.4444 54.6667
91 0.167741 55.3333 55.3333
92 0.166952 55.5556 55.3333
93 0.16619 55.4444 55.3333
94 0.165444 56.1111 55.3333
95 0.164702 56.3333 55.3333
96 0.163956 56.3333 55.3333
97 0.163175 56.3333 55.3333
98 0.162341 57 55.6667
99 0.161565 57.3333 55
100 0.160891 57.7778 56.3333
101 0.160278 57.7778 56.6667
102 0.159706 58.1111 56.3333
103 0.159171 58.8889 56.3333
104 0.158665 58.7778 56.6667
105 0.158185 59.1111 56.6667
106 0.157724 59.1111 56.6667
107 0.157275 59.2222 56.6667
108 0.156831 59.3333 56.6667
109 0.156386 59.4444 56.6667
110 0.155935 59.3333 56.3333
111 0.155476 59.3333 56.3333
112 0.155005 59.6667 56.6667
113 0.154513 59.7778 57
114 0.154001 60 57
115 0.153486 60.1111 57
116 0.152958 60.2222 56.6667
117 0.152433 60.5556 56.6667
118 0.151957 60.6667 56.6667
119 0.15154 60.8889 56.6667
120 0.151169 61 57
121 0.150827 61.8889 59.3333
122 0.150502 61.8889 59.6667
123 0.150189 62 59.3333
124 0.149883 61.8889 59.3333
125 0.14958 61.8889 59.3333
126 0.149276 62.3333 59.3333
127 0.148968 62.3333 59.3333
128 0.148654 62.5556 59.6667
129 0.148328 62.5556 59.6667
130 0.147985 62.5556 60
131 0.147621 62.7778 59.6667
132 0.147243 62.7778 60
133 0.14687 62.8889 60
134 0.146515 63 60
135 0.146185 63.1111 60
136 0.145875 63.2222 60
137 0.145578 63.2222 60.3333
138 0.145286 63.5556 60.3333
139 0.144993 63.5556 60.3333
140 0.144697 63.7778 60.3333
141 0.144381 63.8889 60.6667
142 0.144027 63.8889 60.6667
143 0.14365 64 61
144 0.143275 64 61
145 0.142936 64 61
146 0.142659 63.8889 61
147 0.142408 63.8889 61
148 0.142154 64.1111 61
149 0.141883 64.2222 60.6667
150 0.141604 64 61
151 0.141342 63.8889 60.6667
152 0.141092 64 60.6667
153 0.140841 64 61
154 0.140586 64.1111 61
155 0.140335 64.1111 60.6667
156 0.140084 64 60.6667
157 0.139822 64.3333 60.6667
158 0.139543 64.3333 60.6667
159 0.139245 64.3333 60.6667
160 0.138941 64.5556 61
161 0.138658 64.6667 61
162 0.138408 64.6667 61
163 0.138182 64.7778 61
164 0.137971 65 61
165 0.137768 65 61
166 0.13757 65.3333 61
167 0.13737 65.2222 61.3333
168 0.137163 65.3333 61.3333
169 0.136946 65.3333 61.3333
170 0.136716 65.2222 61.3333
171 0.136478 65.3333 61
172 0.136231 65.4444 61
173 0.135961 65.6667 61
174 0.135668 65.6667 61
175 0.1354 65.8889 61.3333
176 0.135155 66.1111 61.6667
177 0.134908 66.2222 62.3333
178 0.13466 66.2222 62.6667
179 0.134422 66.2222 62.6667
180 0.134198 66.2222 63
181 0.133986 66.2222 63
182 0.133785 66.3333 63
183 0.133591 66.2222 63
184 0.133407 66.2222 63
