Epoch	TrainError	TrainCCR	TestCCR
1 0.360928 16.4444 16
2 0.335802 15.6667 16
3 0.320232 21.4444 23.6667
4 0.31002 27.6667 32.3333
5 0.303177 22.1111 26
6 0.29801 23.1111 24.3333
7 0.29346 23.6667 24.6667
8 0.288659 25.6667 26.3333
9 0.28429 27 27.6667
10 0.280358 27.4444 27.6667
11 0.276086 30.6667 28.6667
12 0.272069 32.1111 32.6667
13 0.268483 35 36.3333
14 0.265364 36.5556 37.6667
15 0.262579 42.5556 42
16 0.25997 44 44
17 0.257414 44.8889 45
18 0.254929 45.3333 45.3333
19 0.252491 45.8889 46
20 0.250024 46.2222 47
21 0.247553 46.5556 47.3333
22 0.245174 47.4444 48.6667
23 0.242865 47.5556 49.3333
24 0.240592 48.1111 49.6667
25 0.238343 48.6667 49.6667
26 0.23612 49.1111 49.6667
27 0.233972 49.5556 50.3333
28 0.231926 50.4444 50.3333
29 0.229981 51.4444 50.6667
30 0.228129 51.7778 51.6667
31 0.226374 52.8889 52.3333
32 0.224718 53.1111 52.3333
33 0.223159 53.3333 53.3333
34 0.221694 53.7778 53.3333
35 0.220319 53.7778 53.6667
36 0.219018 53.4444 54
37 0.217774 54 54
38 0.216569 54 54
39 0.215383 54.2222 54.3333
40 0.214196 54.3333 54.3333
41 0.212978 54.4444 54.6667
42 0.211717 54.4444 54.6667
43 0.210465 54.6667 55
44 0.209272 54.8889 55
45 0.208126 55 55.6667
46 0.206971 55.2222 56
47 0.205759 55.2222 56
48 0.204547 55.7778 56
49 0.203441 56.2222 56
50 0.202438 56.4444 56
51 0.201515 56.4444 56
52 0.200651 56.4444 56.6667
53 0.199823 56.3333 56
54 0.199015 56.5556 56
55 0.198227 57 56
56 0.197467 57.2222 56
57 0.196743 57.2222 56.3333
58 0.196045 57.2222 56.3333
59 0.195361 57.5556 56.6667
60 0.194682 57.5556 56.6667
61 0.194001 58.2222 57
62 0.193317 58.2222 57
63 0.192636 58.1111 57
64 0.191967 58.3333 57
65 0.191316 58.3333 57
66 0.190682 58.5556 57
67 0.190065 58.5556 57
68 0.189476 58.7778 57
69 0.188921 59 56.6667
70 0.188395 59 56.6667
71 0.187894 59 56.6667
72 0.187414 59.2222 57
73 0.186953 59.2222 57
74 0.186507 59.4444 57
75 0.18607 59.4444 57
76 0.185638 59.5556 57
77 0.185208 59.6667 57
78 0.184784 59.7778 57
79 0.184368 59.8889 57
80 0.183963 60 57
81 0.183569 60 57
82 0.183185 60.2222 57
83 0.182806 60.2222 57
84 0.182427 60.2222 57
85 0.182042 60.2222 57
86 0.18165 60.3333 57
87 0.181253 60.3333 57
88 0.180855 60.4444 57
89 0.180457 60.4444 56.6667
90 0.180057 60.4444 57
91 0.179661 60.5556 57
92 0.179288 60.7778 57
93 0.178943 60.8889 57
94 0.178617 61 57
95 0.178303 61 57
96 0.177998 61 56.6667
97 0.177699 61 56.6667
98 0.177405 61 56.6667
99 0.177112 61.1111 56.6667
100 0.176819 61.1111 56.6667
101 0.17652 61.2222 56.6667
102 0.176213 61.2222 56.6667
103 0.175896 61.3333 57.3333
104 0.175571 61.2222 57.6667
105 0.175239 61.2222 57.6667
106 0.174901 61.1111 57.6667
107 0.174552 61.2222 57.6667
108 0.174187 61.2222 57.6667
109 0.173806 61.2222 57.6667
110 0.173421 61.5556 57.6667
111 0.173048 61.5556 57.6667
112 0.172706 61.6667 58
113 0.172398 61.8889 57.6667
114 0.172119 62.1111 57.6667
115 0.17186 62.2222 57.6667
116 0.171614 62.2222 57.6667
117 0.171372 62.1111 57.6667
118 0.171129 62.1111 57.6667
119 0.170876 62.2222 58
120 0.1706 62.2222 58.3333
121 0.170289 62.3333 58.6667
122 0.169967 62.4444 59
123 0.169678 62.4444 58.6667
124 0.169428 62.7778 59
125 0.169219 62.7778 58.6667
126 0.16913 62.2222 59.3333
127 0.169149 62.6667 59.6667
128 0.169575 60.2222 59
129 0.168951 62.3333 60
130 0.169308 60.2222 59
131 0.168223 62.3333 60.3333
132 0.168461 60.7778 59.6667
133 0.167514 63 60
134 0.167672 61.2222 59.6667
135 0.167037 63.4444 60
136 0.167202 61.7778 59.3333
137 0.166738 63.4444 59.3333
138 0.16697 61.8889 59
139 0.166652 63.5556 60
140 0.167001 61.6667 58
141 0.166809 64 60.3333
142 0.167214 61.6667 57.6667
143 0.166948 63.7778 60.3333
