Epoch	TrainError	TrainCCR	TestCCR
1 0.317276 20.6667 15.3333
2 0.310098 21.1111 17
3 0.304605 21.6667 18.6667
4 0.300041 22.5556 19.6667
5 0.295877 23.8889 23.6667
6 0.291978 25 23.6667
7 0.288482 26 24
8 0.285423 28.4444 25.6667
9 0.282663 28.7778 25.3333
10 0.280041 29.2222 25
11 0.277405 30.7778 26
12 0.274624 34 28.6667
13 0.271627 34.5556 32.3333
14 0.268567 36.1111 33.6667
15 0.265691 35.6667 38.6667
16 0.262971 36.7778 37.6667
17 0.260367 37.2222 38.3333
18 0.257869 37.4444 38.3333
19 0.255559 37.4444 38.6667
20 0.253423 37.6667 38.3333
21 0.251414 38.4444 38.6667
22 0.24957 38.3333 38.6667
23 0.247885 38.4444 39
24 0.246315 39.3333 40
25 0.244806 39.3333 39.6667
26 0.243326 39.7778 40.6667
27 0.241851 40.4444 41.3333
28 0.240349 40.6667 42.6667
29 0.238803 41 42.6667
30 0.237232 41.8889 43.3333
31 0.235606 43 42.3333
32 0.233918 43.8889 43
33 0.232302 44 44.3333
34 0.230776 43.5556 43.6667
35 0.229307 44.3333 43.6667
36 0.22788 45.2222 44
37 0.226456 47 45.6667
38 0.224981 47.8889 46.3333
39 0.223486 48.1111 47
40 0.222054 48.5556 47.3333
41 0.220746 48.4444 47.3333
42 0.219589 48.7778 46
43 0.218526 48.6667 46
44 0.217517 48.5556 45.6667
45 0.216545 48.3333 45.6667
46 0.215597 48.7778 45.6667
47 0.214661 49.1111 46
48 0.213728 49.1111 46.3333
49 0.212795 49.3333 46.3333
50 0.21186 49.6667 46
51 0.21093 50.2222 46.6667
52 0.210005 50.6667 47
53 0.209071 51.2222 47.6667
54 0.208105 51.5556 48
55 0.207081 51.3333 48
56 0.205977 51.7778 48.6667
57 0.204773 52.2222 49
58 0.203522 51.8889 48.6667
59 0.202321 52 49
60 0.201147 52.4444 49
61 0.200008 52.6667 50
62 0.198932 52.8889 50.6667
63 0.197913 53.2222 50.6667
64 0.196938 53.3333 50.6667
65 0.195999 53.3333 50.6667
66 0.195081 54 50.6667
67 0.194183 53.7778 51
68 0.193313 53.8889 51
69 0.192479 54.4444 51.6667
70 0.191679 54.6667 51.6667
71 0.190898 54.6667 51.6667
72 0.190116 54.7778 52
73 0.189323 54.6667 51.6667
74 0.188533 54.7778 52
75 0.187758 54.7778 52
76 0.186987 54.7778 53
77 0.186203 54.7778 53.6667
78 0.1854 54.8889 54
79 0.184587 54.8889 54
80 0.183756 55.3333 54.6667
81 0.182882 55.2222 54.6667
82 0.181955 55.3333 54.6667
83 0.180989 55.1111 55.6667
84 0.180023 55.6667 55.6667
85 0.179105 55.6667 55.6667
86 0.178269 56 55.6667
87 0.177515 56 56
88 0.17682 56 56
89 0.176164 56.1111 55.6667
90 0.175534 56.2222 55.6667
91 0.174922 56.2222 55.6667
92 0.174319 56.2222 55.3333
93 0.173718 56.1111 55.6667
94 0.173112 56.1111 55.6667
95 0.172491 56.1111 55.6667
96 0.171857 56 55.6667
97 0.171211 56 56
98 0.170561 56 56.3333
99 0.16992 56.5556 56
100 0.169294 56.8889 56
101 0.168685 57 56
102 0.168093 57 56
103 0.16752 57.1111 56
104 0.16698 57.3333 56
105 0.166476 57.5556 55.6667
106 0.166001 57.5556 55.6667
107 0.165547 57.8889 55.6667
108 0.165109 57.8889 55.6667
109 0.164683 57.8889 55.6667
110 0.16427 57.7778 55.3333
111 0.163868 57.7778 55.3333
112 0.163475 57.7778 55.3333
113 0.163087 57.8889 55.3333
114 0.162702 58 55.3333
115 0.162318 58 55.6667
116 0.161938 58 55.6667
117 0.161566 58.1111 55.6667
118 0.161209 58.1111 55.6667
119 0.160867 57.8889 55.6667
120 0.16054 58 55.6667
121 0.160224 58 55.6667
122 0.159917 58.2222 55.6667
123 0.159617 58.2222 55.3333
124 0.159321 58.2222 55.6667
125 0.159029 58.3333 55.6667
126 0.158737 58.3333 55.6667
127 0.158442 58.3333 55.6667
128 0.158142 58.3333 55.6667
129 0.157837 58.3333 55.6667
130 0.157528 58.4444 55.6667
131 0.157217 58.5556 55.6667
132 0.156915 58.5556 55.6667
133 0.156629 58.6667 55.6667
134 0.156356 58.5556 55.6667
135 0.156094 58.6667 55.6667
136 0.155841 58.8889 55.6667
137 0.155596 58.7778 55.6667
138 0.155356 58.7778 55.6667
139 0.15512 58.7778 55.6667
140 0.154887 58.7778 55.6667
141 0.154653 58.8889 55.6667
142 0.154416 58.7778 56
143 0.154174 58.6667 56
144 0.153925 58.6667 56.3333
145 0.153673 58.6667 56.3333
146 0.153419 58.6667 56.3333
147 0.153163 58.7778 56.3333
148 0.152899 58.8889 56.3333
149 0.15262 58.8889 56.3333
150 0.152328 58.8889 56.3333
151 0.152031 58.7778 56.3333
152 0.151742 58.7778 56.3333
153 0.151476 58.8889 56.3333
154 0.151235 58.7778 56.3333
155 0.151005 58.6667 55.3333
156 0.150781 58.5556 55.3333
157 0.150558 58.4444 55.3333
158 0.150333 58.4444 55.3333
159 0.150107 58.5556 55.3333
160 0.149883 58.5556 55.3333
161 0.149666 58.6667 56
162 0.149456 58.4444 56
163 0.149247 58.5556 56
164 0.149037 58.5556 56.3333
165 0.148823 58.5556 56.3333
166 0.14861 58.5556 56.3333
167 0.148406 58.7778 56.3333
168 0.14821 58.8889 56.3333
169 0.148021 58.8889 56
170 0.147836 58.8889 56.3333
171 0.147659 58.6667 56.3333
172 0.147486 58.6667 56.6667
173 0.147316 58.6667 56.6667
174 0.147145 58.6667 56.6667
175 0.146969 58.4444 56.6667
176 0.146785 58.4444 56.6667
177 0.146594 58.5556 56.6667
178 0.146402 58.6667 56.6667
179 0.146209 58.6667 57
180 0.14601 58.8889 57
181 0.145799 59 57
182 0.145579 59.2222 57
183 0.145367 59.2222 57
184 0.14517 59.2222 57
185 0.144976 59.2222 57
186 0.144774 59.1111 57
187 0.144557 59.2222 57
188 0.144313 59.3333 57
189 0.144036 59.3333 57
190 0.143731 59.1111 57.3333
191 0.143435 59.1111 57.3333
192 0.143185 59 57.3333
193 0.142971 59.1111 57.3333
194 0.142768 59.1111 57.3333
195 0.142557 59.2222 57.3333
196 0.142323 59.3333 57.6667
197 0.142081 59.2222 57.6667
198 0.141881 59.4444 57.6667
199 0.141711 59.3333 57.6667
200 0.141556 59.3333 57.6667
201 0.14141 59.3333 57.6667
202 0.141269 59.3333 57.6667
203 0.141132 59.4444 57.6667
204 0.140996 59.4444 57.6667
205 0.140862 59.7778 57.6667
