Epoch	TrainError	TrainCCR	TestCCR
1 0.30553 100 100
2 0.301478 100 100
3 0.300699 100 100
4 0.299949 100 100
5 0.299221 100 100
6 0.298513 100 100
7 0.297826 100 100
8 0.297157 100 100
9 0.296507 100 100
10 0.295874 100 100
11 0.295258 100 100
12 0.294659 100 100
13 0.294075 100 100
14 0.293506 100 100
15 0.292951 100 100
16 0.292411 100 100
17 0.291884 100 100
18 0.29137 100 100
19 0.290868 100 100
20 0.290378 100 100
21 0.2899 100 100
22 0.289433 100 100
23 0.288977 100 100
24 0.288531 100 100
25 0.288095 100 100
26 0.287668 100 100
27 0.287251 100 100
28 0.286843 100 100
29 0.286444 100 100
30 0.286053 100 100
31 0.28567 100 100
32 0.285295 100 100
33 0.284928 100 100
34 0.284568 100 100
35 0.284214 100 100
36 0.283868 100 100
37 0.283529 100 100
38 0.283196 100 100
39 0.282869 100 100
40 0.282548 100 100
41 0.282233 100 100
42 0.281924 100 100
43 0.28162 100 100
44 0.281321 100 100
45 0.281028 100 100
46 0.28074 100 100
47 0.280456 100 100
48 0.280177 100 100
49 0.279903 100 100
50 0.279633 100 100
51 0.279368 100 100
52 0.279107 100 100
53 0.27885 100 100
54 0.278597 100 100
55 0.278347 100 100
56 0.278102 100 100
57 0.27786 100 100
58 0.277622 100 100
59 0.277387 100 100
60 0.277155 100 100
61 0.276927 100 100
62 0.276702 100 100
63 0.27648 100 100
64 0.276261 100 100
65 0.276046 100 100
66 0.275833 100 100
67 0.275623 100 100
68 0.275415 100 100
69 0.27521 100 100
70 0.275008 100 100
71 0.274809 100 100
72 0.274612 100 100
73 0.274417 100 100
74 0.274225 100 100
75 0.274035 100 100
76 0.273848 100 100
77 0.273663 100 100
78 0.27348 100 100
79 0.273299 100 100
80 0.27312 100 100
81 0.272943 100 100
82 0.272768 100 100
83 0.272595 100 100
84 0.272424 100 100
85 0.272256 100 100
86 0.272088 100 100
87 0.271923 100 100
88 0.27176 100 100
89 0.271598 100 100
90 0.271438 100 100
91 0.27128 100 100
92 0.271123 100 100
93 0.270968 100 100
94 0.270815 100 100
95 0.270663 100 100
96 0.270513 100 100
97 0.270364 100 100
98 0.270217 100 100
99 0.270071 100 100
100 0.269927 100 100
101 0.269784 100 100
102 0.269643 100 100
103 0.269503 100 100
104 0.269364 100 100
105 0.269227 100 100
106 0.269091 100 100
107 0.268956 100 100
108 0.268823 100 100
109 0.268691 100 100
110 0.26856 100 100
111 0.268431 100 100
112 0.268303 100 100
113 0.268176 100 100
114 0.26805 100 100
115 0.267926 100 100
116 0.267802 100 100
117 0.26768 100 100
118 0.267559 100 100
119 0.267439 100 100
120 0.26732 100 100
121 0.267203 100 100
122 0.267086 100 100
123 0.266971 100 100
124 0.266856 100 100
125 0.266743 100 100
126 0.266631 100 100
127 0.26652 100 100
128 0.266409 100 100
129 0.2663 100 100
130 0.266192 100 100
131 0.266085 100 100
132 0.265979 100 100
133 0.265874 100 100
134 0.26577 100 100
135 0.265667 100 100
136 0.265565 100 100
137 0.265463 100 100
138 0.265363 100 100
139 0.265264 100 100
140 0.265165 100 100
141 0.265068 100 100
142 0.264971 100 100
143 0.264876 100 100
144 0.264781 100 100
145 0.264687 100 100
146 0.264594 100 100
147 0.264502 100 100
148 0.26441 100 100
149 0.26432 100 100
150 0.26423 100 100
151 0.264141 100 100
152 0.264053 100 100
153 0.263966 100 100
154 0.26388 100 100
155 0.263794 100 100
156 0.263709 100 100
157 0.263625 100 100
158 0.263542 100 100
159 0.26346 100 100
160 0.263378 100 100
161 0.263297 100 100
162 0.263217 100 100
163 0.263137 100 100
164 0.263058 100 100
165 0.26298 100 100
166 0.262903 100 100
167 0.262826 100 100
168 0.262751 100 100
169 0.262675 100 100
170 0.262601 100 100
171 0.262527 100 100
172 0.262454 100 100
173 0.262381 100 100
174 0.262309 100 100
175 0.262238 100 100
176 0.262167 100 100
177 0.262097 100 100
178 0.262028 100 100
179 0.261959 100 100
180 0.261891 100 100
181 0.261823 100 100
182 0.261756 100 100
183 0.26169 100 100
184 0.261624 100 100
185 0.261558 100 100
186 0.261494 100 100
187 0.261429 100 100
188 0.261366 100 100
189 0.261303 100 100
190 0.26124 100 100
191 0.261178 100 100
192 0.261117 100 100
193 0.261056 100 100
194 0.260995 100 100
195 0.260935 100 100
196 0.260876 100 100
197 0.260817 100 100
198 0.260758 100 100
199 0.2607 100 100
200 0.260643 100 100
201 0.260586 100 100
202 0.260529 100 100
203 0.260473 100 100
204 0.260417 100 100
205 0.260362 100 100
206 0.260307 100 100
207 0.260253 100 100
208 0.260199 100 100
209 0.260145 100 100
210 0.260092 100 100
211 0.260039 100 100
