Epoch	TrainError	TrainCCR	TestCCR
1 0.212368 100 100
2 0.207504 100 100
3 0.203602 100 100
4 0.201254 100 100
5 0.199571 100 100
6 0.19811 100 100
7 0.196623 100 100
8 0.194976 100 100
9 0.193393 100 100
10 0.192144 100 100
11 0.191195 100 100
12 0.190448 100 100
13 0.189832 100 100
14 0.189303 100 100
15 0.188836 100 100
16 0.188416 100 100
17 0.188034 100 100
18 0.187681 100 100
19 0.187355 100 100
20 0.187049 100 100
21 0.186761 100 100
22 0.18649 100 100
23 0.186231 100 100
24 0.185985 100 100
25 0.18575 100 100
26 0.185524 100 100
27 0.185308 100 100
28 0.1851 100 100
29 0.184899 100 100
30 0.184705 100 100
31 0.184519 100 100
32 0.184338 100 100
33 0.184164 100 100
34 0.183996 100 100
35 0.183833 100 100
36 0.183676 100 100
37 0.183524 100 100
38 0.183377 100 100
39 0.183236 100 100
40 0.183098 100 100
41 0.182966 100 100
42 0.182838 100 100
43 0.182714 100 100
44 0.182595 100 100
45 0.182479 100 100
46 0.182367 100 100
47 0.182259 100 100
48 0.182154 100 100
49 0.182053 100 100
50 0.181954 100 100
51 0.181859 100 100
52 0.181765 100 100
53 0.181674 100 100
54 0.181585 100 100
55 0.181498 100 100
56 0.181412 100 100
57 0.181327 100 100
58 0.181244 100 100
59 0.181162 100 100
60 0.181081 100 100
61 0.181 100 100
62 0.180921 100 100
63 0.180843 100 100
64 0.180767 100 100
65 0.180692 100 100
66 0.180618 100 100
67 0.180546 100 100
68 0.180475 100 100
69 0.180406 100 100
70 0.180338 100 100
71 0.180272 100 100
72 0.180207 100 100
73 0.180144 100 100
74 0.180082 100 100
75 0.180022 100 100
76 0.179962 100 100
77 0.179904 100 100
78 0.179848 100 100
79 0.179792 100 100
80 0.179737 100 100
81 0.179684 100 100
82 0.179632 100 100
83 0.179581 100 100
84 0.179532 100 100
85 0.179483 100 100
86 0.179435 100 100
87 0.179389 100 100
88 0.179344 100 100
89 0.179299 100 100
90 0.179256 100 100
91 0.179213 100 100
92 0.179171 100 100
93 0.179129 100 100
94 0.179089 100 100
95 0.179048 100 100
96 0.179008 100 100
97 0.178968 100 100
98 0.178928 100 100
99 0.178888 100 100
100 0.178848 100 100
101 0.178808 100 100
102 0.178767 100 100
103 0.178725 100 100
104 0.178683 100 100
105 0.178641 100 100
106 0.178598 100 100
107 0.178554 100 100
108 0.178509 100 100
109 0.178463 100 100
