Epoch	TrainError	TrainCCR	TestCCR
1 4.34298 25 25
2 0.679361 75 75
3 2.93299 25 25
4 0.974852 75 75
5 2.56055 25 25
6 0.820517 75 75
7 2.1991 25 25
8 0.856327 75 75
9 1.91643 25 25
10 0.873429 75 75
11 1.68231 25 25
12 0.873481 75 75
13 1.4818 25 25
14 0.859437 75 75
15 1.30593 25 25
16 0.832399 75 75
17 1.14938 25 25
18 0.791578 75 75
19 1.00655 25 25
20 0.733949 75 75
21 0.870797 25 25
22 0.657041 75 75
23 0.73327 25 25
24 0.558559 75 75
25 0.580303 25 25
26 0.423919 75 75
27 0.379957 25 25
28 0.20449 100 100
29 0.0776158 100 100
30 0.0129593 100 100
31 0.0126757 100 100
32 0.0124375 100 100
33 0.0122168 100 100
34 0.0120072 100 100
35 0.0118066 100 100
36 0.0116142 100 100
37 0.0114292 100 100
38 0.0112512 100 100
39 0.0110797 100 100
40 0.0109142 100 100
41 0.0107544 100 100
42 0.0105998 100 100
43 0.0104503 100 100
44 0.0103055 100 100
45 0.0101651 100 100
46 0.0100289 100 100
47 0.00989673 100 100
48 0.00976829 100 100
49 0.00964344 100 100
50 0.00952199 100 100
51 0.00940379 100 100
52 0.00928868 100 100
53 0.00917652 100 100
54 0.00906719 100 100
55 0.00896056 100 100
56 0.00885652 100 100
57 0.00875496 100 100
58 0.00865579 100 100
59 0.0085589 100 100
60 0.00846422 100 100
61 0.00837165 100 100
62 0.00828112 100 100
63 0.00819257 100 100
64 0.0081059 100 100
65 0.00802107 100 100
66 0.00793801 100 100
67 0.00785665 100 100
68 0.00777695 100 100
69 0.00769885 100 100
70 0.00762229 100 100
71 0.00754724 100 100
72 0.00747363 100 100
73 0.00740144 100 100
74 0.00733061 100 100
75 0.00726111 100 100
76 0.00719289 100 100
77 0.00712593 100 100
78 0.00706018 100 100
79 0.0069956 100 100
80 0.00693218 100 100
81 0.00686988 100 100
82 0.00680866 100 100
83 0.00674849 100 100
84 0.00668936 100 100
85 0.00663123 100 100
86 0.00657408 100 100
87 0.00651788 100 100
88 0.0064626 100 100
89 0.00640824 100 100
90 0.00635475 100 100
91 0.00630212 100 100
92 0.00625034 100 100
93 0.00619937 100 100
94 0.00614921 100 100
95 0.00609983 100 100
96 0.00605121 100 100
97 0.00600333 100 100
98 0.00595619 100 100
99 0.00590975 100 100
100 0.00586401 100 100
101 0.00581896 100 100
102 0.00577457 100 100
103 0.00573083 100 100
104 0.00568772 100 100
105 0.00564524 100 100
106 0.00560337 100 100
107 0.0055621 100 100
108 0.00552141 100 100
109 0.00548129 100 100
110 0.00544173 100 100
111 0.00540272 100 100
112 0.00536425 100 100
113 0.0053263 100 100
114 0.00528887 100 100
115 0.00525194 100 100
116 0.00521551 100 100
117 0.00517957 100 100
118 0.0051441 100 100
119 0.0051091 100 100
120 0.00507455 100 100
121 0.00504046 100 100
122 0.0050068 100 100
123 0.00497358 100 100
124 0.00494078 100 100
125 0.0049084 100 100
126 0.00487642 100 100
127 0.00484484 100 100
128 0.00481366 100 100
129 0.00478286 100 100
130 0.00475245 100 100
131 0.0047224 100 100
132 0.00469272 100 100
133 0.0046634 100 100
134 0.00463443 100 100
135 0.00460581 100 100
136 0.00457753 100 100
137 0.00454958 100 100
138 0.00452196 100 100
139 0.00449466 100 100
140 0.00446768 100 100
141 0.00444101 100 100
142 0.00441465 100 100
143 0.00438859 100 100
144 0.00436282 100 100
145 0.00433735 100 100
146 0.00431216 100 100
147 0.00428726 100 100
148 0.00426263 100 100
149 0.00423828 100 100
150 0.00421419 100 100
151 0.00419036 100 100
152 0.0041668 100 100
153 0.00414349 100 100
154 0.00412043 100 100
155 0.00409762 100 100
156 0.00407506 100 100
157 0.00405273 100 100
158 0.00403064 100 100
159 0.00400878 100 100
160 0.00398715 100 100
161 0.00396575 100 100
162 0.00394456 100 100
163 0.0039236 100 100
164 0.00390285 100 100
165 0.00388231 100 100
166 0.00386198 100 100
167 0.00384185 100 100
168 0.00382193 100 100
169 0.00380221 100 100
170 0.00378268 100 100
171 0.00376335 100 100
172 0.0037442 100 100
173 0.00372525 100 100
174 0.00370648 100 100
175 0.00368789 100 100
176 0.00366948 100 100
177 0.00365125 100 100
178 0.0036332 100 100
179 0.00361532 100 100
180 0.0035976 100 100
181 0.00358006 100 100
182 0.00356268 100 100
183 0.00354546 100 100
184 0.00352841 100 100
185 0.00351151 100 100
186 0.00349477 100 100
187 0.00347818 100 100
188 0.00346174 100 100
189 0.00344546 100 100
190 0.00342932 100 100
191 0.00341333 100 100
192 0.00339748 100 100
193 0.00338178 100 100
194 0.00336621 100 100
195 0.00335078 100 100
196 0.00333549 100 100
197 0.00332034 100 100
198 0.00330531 100 100
199 0.00329042 100 100
200 0.00327566 100 100
201 0.00326103 100 100
202 0.00324652 100 100
203 0.00323214 100 100
204 0.00321788 100 100
205 0.00320374 100 100
206 0.00318972 100 100
207 0.00317582 100 100
208 0.00316204 100 100
209 0.00314837 100 100
210 0.00313482 100 100
211 0.00312138 100 100
212 0.00310805 100 100
213 0.00309483 100 100
214 0.00308172 100 100
215 0.00306871 100 100
216 0.00305582 100 100
217 0.00304302 100 100
218 0.00303033 100 100
219 0.00301775 100 100
220 0.00300526 100 100
221 0.00299287 100 100
222 0.00298059 100 100
223 0.0029684 100 100
224 0.0029563 100 100
225 0.0029443 100 100
226 0.0029324 100 100
227 0.00292059 100 100
228 0.00290887 100 100
229 0.00289724 100 100
230 0.0028857 100 100
231 0.00287425 100 100
232 0.00286288 100 100
233 0.00285161 100 100
234 0.00284042 100 100
235 0.00282931 100 100
236 0.00281829 100 100
237 0.00280735 100 100
238 0.00279649 100 100
239 0.00278572 100 100
240 0.00277502 100 100
241 0.0027644 100 100
242 0.00275387 100 100
243 0.00274341 100 100
244 0.00273302 100 100
245 0.00272271 100 100
246 0.00271248 100 100
247 0.00270232 100 100
248 0.00269224 100 100
249 0.00268222 100 100
250 0.00267228 100 100
251 0.00266241 100 100
252 0.00265261 100 100
253 0.00264288 100 100
254 0.00263322 100 100
255 0.00262363 100 100
256 0.0026141 100 100
257 0.00260464 100 100
258 0.00259525 100 100
259 0.00258592 100 100
260 0.00257666 100 100
261 0.00256746 100 100
262 0.00255833 100 100
263 0.00254925 100 100
264 0.00254024 100 100
265 0.00253129 100 100
266 0.0025224 100 100
267 0.00251358 100 100
268 0.00250481 100 100
269 0.0024961 100 100
270 0.00248745 100 100
271 0.00247885 100 100
272 0.00247032 100 100
273 0.00246184 100 100
274 0.00245341 100 100
275 0.00244504 100 100
276 0.00243673 100 100
277 0.00242847 100 100
278 0.00242027 100 100
279 0.00241212 100 100
280 0.00240402 100 100
281 0.00239597 100 100
282 0.00238798 100 100
283 0.00238003 100 100
284 0.00237214 100 100
285 0.0023643 100 100
286 0.00235651 100 100
287 0.00234877 100 100
288 0.00234107 100 100
289 0.00233343 100 100
290 0.00232583 100 100
291 0.00231829 100 100
292 0.00231078 100 100
293 0.00230333 100 100
294 0.00229592 100 100
295 0.00228856 100 100
296 0.00228124 100 100
