Epoch	TrainError	TrainCCR	TestCCR
1 0.522577 18.5556 15.6667
2 0.554968 25.3333 25
3 0.448357 22 18.6667
4 0.501668 36.5556 39.6667
5 0.409638 38.8889 41
6 0.255926 45.8889 50
7 0.251453 39.8889 42.3333
8 0.250853 44 51.3333
9 0.21857 42 48.3333
10 0.221211 47.1111 51.3333
11 0.198334 44.6667 46
12 0.20796 48.4444 52
13 0.181044 48.2222 48
14 0.179236 53.5556 57
15 0.163414 52.6667 52.6667
16 0.158448 56.4444 63.3333
17 0.148558 57.3333 55
18 0.144142 60 66.3333
19 0.136127 60.8889 62
20 0.132611 63 65.3333
21 0.126231 63.5556 65.6667
22 0.123907 65.4444 66.3333
23 0.118676 65.5556 67.3333
24 0.117411 66.1111 66.6667
25 0.11293 67.5556 68.6667
26 0.112276 66.5556 67
27 0.108286 68.3333 70.3333
28 0.107719 67.4444 67.6667
29 0.104078 69.1111 70.6667
30 0.103277 68.8889 68.6667
31 0.0999434 69.7778 71
32 0.0988545 70 69.3333
33 0.095851 70.3333 72
34 0.0945531 71.2222 70.3333
35 0.0919117 71.1111 74
36 0.0905025 72.2222 70.6667
37 0.0882258 72.2222 73.6667
38 0.0867858 73.4444 73
39 0.0848431 73 73.6667
40 0.0834327 73.8889 73.3333
41 0.0817722 73.7778 74.3333
42 0.0804313 74.2222 74.3333
43 0.0789948 74.3333 74.6667
44 0.0777427 74.2222 74.6667
45 0.0764756 74.8889 74.6667
46 0.0753141 74.6667 74.6667
47 0.074171 75.2222 74.6667
48 0.0730904 75.2222 74.3333
49 0.0720369 75.7778 74.6667
50 0.0710231 76 74.3333
51 0.0700353 76.1111 74.6667
52 0.0690755 76.6667 75
53 0.0681381 76.4444 75
54 0.0672225 76.8889 75.3333
55 0.0663265 77.1111 75
56 0.0654491 77.1111 75.3333
57 0.0645894 77.2222 75.3333
58 0.0637467 77.2222 75.3333
59 0.0629206 77.3333 75.3333
60 0.0621106 77.4444 75.3333
61 0.0613163 77.5556 75.3333
62 0.0605375 77.7778 75.3333
63 0.0597739 77.8889 75.3333
64 0.0590252 78.1111 75.3333
65 0.0582912 78.3333 75.6667
66 0.0575714 78.6667 76
67 0.0568655 78.7778 76
68 0.0561733 78.7778 76
69 0.0554943 78.7778 70.6667
70 0.0548284 79 70.6667
71 0.0541753 79.2222 70.6667
72 0.0535348 79.3333 71
73 0.052907 79.4444 71
74 0.0522917 79.6667 71
75 0.0516888 79.6667 71
76 0.051098 79.8889 71
77 0.0505193 79.8889 71.6667
78 0.0499522 80 71.6667
79 0.0493966 80 71.6667
80 0.0488519 80.1111 71.3333
81 0.048318 80.2222 71.3333
82 0.0477945 80.2222 71.3333
83 0.0472811 80.2222 71
84 0.0467775 80.3333 71.3333
85 0.0462835 80.3333 71.3333
86 0.0457987 80.4444 71.3333
87 0.045323 83.6667 71.3333
88 0.0448561 83.7778 71.3333
89 0.0443976 83.7778 71.3333
90 0.0439472 84 71.3333
91 0.0435047 84.1111 71.3333
92 0.0430697 84.1111 71.3333
93 0.0426421 84.2222 71.3333
94 0.0422213 84.2222 71.3333
95 0.0418074 84.2222 71.3333
96 0.0413998 84.2222 71.3333
97 0.0409986 84.4444 71.3333
98 0.0406034 84.4444 71.3333
99 0.0402142 84.4444 71.3333
100 0.0398307 84.5556 71.3333
101 0.039453 84.5556 71.3333
102 0.0390809 84.5556 71.3333
103 0.0387143 84.5556 71
104 0.0383531 84.5556 71
105 0.0379972 84.4444 71
106 0.0376464 84.4444 71
107 0.0373005 84.5556 71
108 0.0369595 84.5556 71
109 0.0366229 84.5556 71
110 0.0362908 84.6667 71.3333
111 0.0359627 84.7778 71.3333
112 0.0356387 84.7778 71.3333
113 0.0353187 84.7778 71.3333
114 0.0350025 84.7778 71.3333
115 0.0346903 84.7778 71.3333
116 0.0343821 84.7778 71.3333
117 0.034078 84.8889 71.3333
118 0.0337782 84.8889 71.3333
119 0.0334827 84.8889 71.3333
120 0.0331915 84.8889 71
121 0.0329046 84.8889 71
122 0.032622 84.8889 71
123 0.0323435 84.8889 71
124 0.0320691 84.8889 71
125 0.0317985 85 71
126 0.0315317 85.1111 71
127 0.0312684 85.2222 71
128 0.0310084 85.2222 71
129 0.0307516 85.2222 71
130 0.0304977 85.2222 71
131 0.0302467 85.5556 71
132 0.0299982 85.6667 71
133 0.0297523 85.6667 71
134 0.0295086 85.6667 71
135 0.0292671 85.6667 71
136 0.0290277 85.7778 71
137 0.0287901 85.7778 71.3333
138 0.0285545 85.7778 71.3333
139 0.0283207 85.8889 71.3333
140 0.0280888 85.8889 71.3333
141 0.0278587 85.8889 71.3333
142 0.0276306 85.8889 71.3333
